"side","category","vanilla_id","file","reason","observation_type"
"resource","item-definitions","minecraft:items/anchovy.json","assets/minecraft/items/anchovy.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/apotropaic_arrow.json","assets/minecraft/items/apotropaic_arrow.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/apple_empanada.json","assets/minecraft/items/apple_empanada.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/application.json","assets/minecraft/items/application.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/arapaima.json","assets/minecraft/items/arapaima.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/archaeologists_brush.json","assets/minecraft/items/archaeologists_brush.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/armoured_catfish.json","assets/minecraft/items/armoured_catfish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/avesta.json","assets/minecraft/items/avesta.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/axolotl.json","assets/minecraft/items/axolotl.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/baked_golden_apple.json","assets/minecraft/items/baked_golden_apple.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bass.json","assets/minecraft/items/bass.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/beacon_kindling.json","assets/minecraft/items/beacon_kindling.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bedrock_buster.json","assets/minecraft/items/bedrock_buster.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/black_seabass.json","assets/minecraft/items/black_seabass.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_aeolus.json","assets/minecraft/items/blessing_aeolus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_apollo.json","assets/minecraft/items/blessing_apollo.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_arachnae.json","assets/minecraft/items/blessing_arachnae.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_ares.json","assets/minecraft/items/blessing_ares.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_artemis.json","assets/minecraft/items/blessing_artemis.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_clement.json","assets/minecraft/items/blessing_clement.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_cronus.json","assets/minecraft/items/blessing_cronus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_daedalus.json","assets/minecraft/items/blessing_daedalus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_demeter.json","assets/minecraft/items/blessing_demeter.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_eros.json","assets/minecraft/items/blessing_eros.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_glaucus.json","assets/minecraft/items/blessing_glaucus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_god_king.json","assets/minecraft/items/blessing_god_king.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_hyacinthus.json","assets/minecraft/items/blessing_hyacinthus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_icarus.json","assets/minecraft/items/blessing_icarus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_lu_ban.json","assets/minecraft/items/blessing_lu_ban.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_paris.json","assets/minecraft/items/blessing_paris.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_prometheus.json","assets/minecraft/items/blessing_prometheus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_talos.json","assets/minecraft/items/blessing_talos.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_warding.json","assets/minecraft/items/blessing_warding.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_will.json","assets/minecraft/items/blessing_will.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_yama.json","assets/minecraft/items/blessing_yama.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/blessing_yamm.json","assets/minecraft/items/blessing_yamm.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bloodrage_hatchet.json","assets/minecraft/items/bloodrage_hatchet.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bluegill.json","assets/minecraft/items/bluegill.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bokguk.json","assets/minecraft/items/bokguk.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/braised_brown_mushroom.json","assets/minecraft/items/braised_brown_mushroom.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/braised_crimson_fungus.json","assets/minecraft/items/braised_crimson_fungus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/braised_red_mushroom.json","assets/minecraft/items/braised_red_mushroom.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/braised_warped_fungus.json","assets/minecraft/items/braised_warped_fungus.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_axe.json","assets/minecraft/items/bronze_axe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_boots.json","assets/minecraft/items/bronze_boots.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_chestplate.json","assets/minecraft/items/bronze_chestplate.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_dolabra.json","assets/minecraft/items/bronze_dolabra.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_elytra.json","assets/minecraft/items/bronze_elytra.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_helmet.json","assets/minecraft/items/bronze_helmet.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_hoe.json","assets/minecraft/items/bronze_hoe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_laurel.json","assets/minecraft/items/bronze_laurel.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_leggings.json","assets/minecraft/items/bronze_leggings.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_mattock.json","assets/minecraft/items/bronze_mattock.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_pickaxe.json","assets/minecraft/items/bronze_pickaxe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_shears.json","assets/minecraft/items/bronze_shears.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_shovel.json","assets/minecraft/items/bronze_shovel.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_spear.json","assets/minecraft/items/bronze_spear.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bronze_sword.json","assets/minecraft/items/bronze_sword.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/brownie.json","assets/minecraft/items/brownie.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bruschetta.json","assets/minecraft/items/bruschetta.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/bujurqui.json","assets/minecraft/items/bujurqui.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/butcher_knife.json","assets/minecraft/items/butcher_knife.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/buttered_apple.json","assets/minecraft/items/buttered_apple.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/canned_apples.json","assets/minecraft/items/canned_apples.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/canned_golden_apples.json","assets/minecraft/items/canned_golden_apples.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/carp.json","assets/minecraft/items/carp.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/carrot_cupcake.json","assets/minecraft/items/carrot_cupcake.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/catfish.json","assets/minecraft/items/catfish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/char.json","assets/minecraft/items/char.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/charred_fish.json","assets/minecraft/items/charred_fish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/charred_meat.json","assets/minecraft/items/charred_meat.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/charred_potato.json","assets/minecraft/items/charred_potato.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/cheerful_clay_statue.json","assets/minecraft/items/cheerful_clay_statue.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/cheese_pizza.json","assets/minecraft/items/cheese_pizza.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/chocolate.json","assets/minecraft/items/chocolate.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/chocolate_chip_cookie.json","assets/minecraft/items/chocolate_chip_cookie.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/chorus_mochi.json","assets/minecraft/items/chorus_mochi.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/chorus_mochi_recipe.json","assets/minecraft/items/chorus_mochi_recipe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/compound_bow.json","assets/minecraft/items/compound_bow.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/cooked_pufferfish.json","assets/minecraft/items/cooked_pufferfish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_axe.json","assets/minecraft/items/copper_axe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_compass.json","assets/minecraft/items/copper_compass.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_dolabra.json","assets/minecraft/items/copper_dolabra.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_hoe.json","assets/minecraft/items/copper_hoe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_mattock.json","assets/minecraft/items/copper_mattock.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_pickaxe.json","assets/minecraft/items/copper_pickaxe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_shears.json","assets/minecraft/items/copper_shears.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_shovel.json","assets/minecraft/items/copper_shovel.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/copper_sword.json","assets/minecraft/items/copper_sword.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crappie.json","assets/minecraft/items/crappie.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_cold_cow.json","assets/minecraft/items/crate_cold_cow.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_cold_pig.json","assets/minecraft/items/crate_cold_pig.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_sheep_black.json","assets/minecraft/items/crate_sheep_black.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_sheep_brown.json","assets/minecraft/items/crate_sheep_brown.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_sheep_white.json","assets/minecraft/items/crate_sheep_white.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_temperate_cow.json","assets/minecraft/items/crate_temperate_cow.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_temperate_pig.json","assets/minecraft/items/crate_temperate_pig.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_warm_cow.json","assets/minecraft/items/crate_warm_cow.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crate_warm_pig.json","assets/minecraft/items/crate_warm_pig.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crimson_stroganoff.json","assets/minecraft/items/crimson_stroganoff.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/crook.json","assets/minecraft/items/crook.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/cyan_rose_classic.json","assets/minecraft/items/cyan_rose_classic.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/dandelion_classic.json","assets/minecraft/items/dandelion_classic.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/diamond_dolabra.json","assets/minecraft/items/diamond_dolabra.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/diamond_mattock.json","assets/minecraft/items/diamond_mattock.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/divine_comedy.json","assets/minecraft/items/divine_comedy.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/echo_fish.json","assets/minecraft/items/echo_fish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_axe.json","assets/minecraft/items/electrum_axe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_boots.json","assets/minecraft/items/electrum_boots.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_chestplate.json","assets/minecraft/items/electrum_chestplate.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_dolabra.json","assets/minecraft/items/electrum_dolabra.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_helmet.json","assets/minecraft/items/electrum_helmet.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_hoe.json","assets/minecraft/items/electrum_hoe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_horse_armor.json","assets/minecraft/items/electrum_horse_armor.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_leggings.json","assets/minecraft/items/electrum_leggings.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_mattock.json","assets/minecraft/items/electrum_mattock.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_pickaxe.json","assets/minecraft/items/electrum_pickaxe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_shovel.json","assets/minecraft/items/electrum_shovel.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_spear.json","assets/minecraft/items/electrum_spear.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/electrum_sword.json","assets/minecraft/items/electrum_sword.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/enoch.json","assets/minecraft/items/enoch.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/european_eel.json","assets/minecraft/items/european_eel.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/exotic_seed_bundle.json","assets/minecraft/items/exotic_seed_bundle.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/fish_bones.json","assets/minecraft/items/fish_bones.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/floral_bundle.json","assets/minecraft/items/floral_bundle.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/flounder.json","assets/minecraft/items/flounder.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/flying_fish.json","assets/minecraft/items/flying_fish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/fox_pelt.json","assets/minecraft/items/fox_pelt.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/french_toast.json","assets/minecraft/items/french_toast.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/freshwater_pufferfish.json","assets/minecraft/items/freshwater_pufferfish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/fried_egg.json","assets/minecraft/items/fried_egg.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/gar.json","assets/minecraft/items/gar.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/gay_fish.json","assets/minecraft/items/gay_fish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/gimmari.json","assets/minecraft/items/gimmari.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/glow_berry_crumble.json","assets/minecraft/items/glow_berry_crumble.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/glow_jam.json","assets/minecraft/items/glow_jam.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/glow_mash.json","assets/minecraft/items/glow_mash.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/gnocchi.json","assets/minecraft/items/gnocchi.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/gnocchi_recipe.json","assets/minecraft/items/gnocchi_recipe.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/golden_apple_empanada.json","assets/minecraft/items/golden_apple_empanada.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/golden_carrot_cupcake.json","assets/minecraft/items/golden_carrot_cupcake.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/golden_compass.json","assets/minecraft/items/golden_compass.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/golden_pickled_carrots.json","assets/minecraft/items/golden_pickled_carrots.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/golden_steamed_carrots.json","assets/minecraft/items/golden_steamed_carrots.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/green_curry.json","assets/minecraft/items/green_curry.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/grilled_melon.json","assets/minecraft/items/grilled_melon.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/grilled_tomatoes.json","assets/minecraft/items/grilled_tomatoes.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/guppy.json","assets/minecraft/items/guppy.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/gurnard.json","assets/minecraft/items/gurnard.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/heart.json","assets/minecraft/items/heart.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/heart_container.json","assets/minecraft/items/heart_container.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/herring.json","assets/minecraft/items/herring.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/honey_ginger_tea.json","assets/minecraft/items/honey_ginger_tea.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/honied_french_toast.json","assets/minecraft/items/honied_french_toast.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/humpback_whitefish.json","assets/minecraft/items/humpback_whitefish.json","observed file is placed in the minecraft namespace","observed"
"resource","item-definitions","minecraft:items/invisible_item_frame.json","assets/minecraft/items/invisible_item_frame.json","observed file is placed in the minecraft namespace","observed"
